dataset,group,sample_id,routine_name,variant,gt_latency_s,macro_latency_s,micro_latency_s,final_latency_s,latency_gain_s,latency_gain_pct,validation_pass,rollback_layer_count,diagnostic_depth_with_fail_as_3,runtime_s,failure_type
smart-home,Group3,242,Turn on Home Connect Hood light on a special day,without_rollback,8.59,NA,NA,NA,NA,NA,0,,3,9.8352,rollback_required
smart-home,Group3,242,Turn on Home Connect Hood light on a special day,without_micro,8.59,3.866,NA,3.866,4.724,54.99,1,2,2,12.4306,
smart-home,Group3,242,Turn on Home Connect Hood light on a special day,action_only,8.59,5.689,NA,5.689,2.901,33.77,1,0,0,10.3816,
smart-home,Group3,248,Switch your ecobee to your chosen comfort profile as you arrive home,full_floweaver,7.49,3.371,3.017,3.017,4.473,59.72,1,2,2,13.66,
smart-home,Group3,248,Switch your ecobee to your chosen comfort profile as you arrive home,without_rollback,7.49,NA,NA,NA,NA,NA,0,,3,9.8352,rollback_required
smart-home,Group3,248,Switch your ecobee to your chosen comfort profile as you arrive home,without_micro,7.49,3.371,NA,3.371,4.119,54.99,1,2,2,12.4306,
smart-home,Group3,248,Switch your ecobee to your chosen comfort profile as you arrive home,action_only,7.49,4.732,NA,4.732,2.758,36.82,1,0,0,10.3816,
smart-home,Group2,255,Turn on Kasa plug on at sunset,full_floweaver,3.08,1.078,0.981,0.981,2.099,68.15,1,2,2,13.66,
smart-home,Group2,255,Turn on Kasa plug on at sunset,without_rollback,3.08,NA,NA,NA,NA,NA,0,,3,9.8352,rollback_required
smart-home,Group2,255,Turn on Kasa plug on at sunset,without_micro,3.08,1.078,NA,1.078,2.002,65.0,1,2,2,12.4306,
smart-home,Group2,255,Turn on Kasa plug on at sunset,action_only,3.08,1.861,NA,1.861,1.219,39.58,1,0,0,10.3816,
smart-home,Group2,284,Get IFTTT notification when freezer temperature is high,full_floweaver,5.81,3.021,2.704,2.704,3.106,53.46,1,1,1,11.1,
smart-home,Group2,284,Get IFTTT notification when freezer temperature is high,without_rollback,5.81,NA,NA,NA,NA,NA,0,,3,7.992,rollback_required
smart-home,Group2,284,Get IFTTT notification when freezer temperature is high,without_micro,5.81,3.021,NA,3.021,2.789,48.0,1,1,1,10.101,
smart-home,Group2,284,Get IFTTT notification when freezer temperature is high,action_only,5.81,NA,NA,NA,NA,NA,0,,3,9.768,action_lifecycle_or_resource_violation
smart-home,Group2,295,Press Button widget to activate Home Connect Super Cooling,full_floweaver,4.69,2.439,2.183,2.183,2.507,53.45,1,1,1,11.1,
smart-home,Group2,295,Press Button widget to activate Home Connect Super Cooling,without_rollback,4.69,NA,NA,NA,NA,NA,0,,3,7.992,rollback_required
smart-home,Group2,295,Press Button widget to activate Home Connect Super Cooling,without_micro,4.69,2.439,NA,2.439,2.251,48.0,1,1,1,10.101,
smart-home,Group2,295,Press Button widget to activate Home Connect Super Cooling,action_only,4.69,2.995,NA,2.995,1.695,36.14,1,0,0,8.436,
long-chain,Group3,210,Turn off Hue and Nanoleaf lights at bedtime [3x long-chain],full_floweaver,19.56,5.086,4.526,4.526,15.034,76.86,1,2,2,39.98,
long-chain,Group3,210,Turn off Hue and Nanoleaf lights at bedtime [3x long-chain],without_rollback,19.56,NA,NA,NA,NA,NA,0,,3,28.7856,rollback_required
long-chain,Group3,210,Turn off Hue and Nanoleaf lights at bedtime [3x long-chain],without_micro,19.56,5.086,NA,5.086,14.474,74.0,1,2,2,36.3818,
long-chain,Group3,210,Turn off Hue and Nanoleaf lights at bedtime [3x long-chain],action_only,19.56,11.724,NA,11.724,7.836,40.06,1,0,0,30.3848,
long-chain,Group2,211,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],full_floweaver,14.91,3.877,3.45,3.45,11.46,76.86,1,2,2,39.98,
long-chain,Group2,211,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],without_rollback,14.91,NA,NA,NA,NA,NA,0,,3,28.7856,rollback_required
long-chain,Group2,211,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],without_micro,14.91,3.877,NA,3.877,11.033,74.0,1,2,2,36.3818,
long-chain,Group2,211,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],action_only,14.91,NA,NA,NA,NA,NA,0,,3,35.1824,action_lifecycle_or_resource_violation
long-chain,Group2,214,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],full_floweaver,9.39,2.441,2.173,2.173,7.217,76.86,1,2,2,38.72,
long-chain,Group2,214,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],without_rollback,9.39,NA,NA,NA,NA,NA,0,,3,27.8784,rollback_required
long-chain,Group2,214,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],without_micro,9.39,NA,NA,NA,NA,NA,0,,3,35.2352,macro_only_validation_gap
long-chain,Group2,214,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],action_only,9.39,7.16,NA,7.16,2.23,23.75,1,0,0,29.4272,
long-chain,Group2,218,Turn off lights and Kasa plugs with one tap [3x long-chain],full_floweaver,10.92,3.167,2.85,2.85,8.07,73.9,1,2,2,37.46,
long-chain,Group2,218,Turn off lights and Kasa plugs with one tap [3x long-chain],without_rollback,10.92,NA,NA,NA,NA,NA,0,,3,26.9712,rollback_required
long-chain,Group2,218,Turn off lights and Kasa plugs with one tap [3x long-chain],without_micro,10.92,3.167,NA,3.167,7.753,71.0,1,2,2,34.0886,
long-chain,Group2,218,Turn off lights and Kasa plugs with one tap [3x long-chain],action_only,10.92,9.484,NA,9.484,1.436,13.15,1,0,0,28.4696,
long-chain,Group4,201,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],full_floweaver,27.3,NA,NA,NA,NA,NA,0,,3,47.56,full_system_failed
long-chain,Group4,201,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],without_rollback,27.3,NA,NA,NA,NA,NA,0,,3,34.2432,unrecovered_counterexample
long-chain,Group4,201,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],without_micro,27.3,NA,NA,NA,NA,NA,0,,3,43.2796,full_system_failed
long-chain,Group4,201,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],action_only,27.3,NA,NA,NA,NA,NA,0,,3,36.1456,full_system_failed
long-chain,Group4,203,Turn on SmartThings scene and Hue lights when arriving home [3x long-chain],full_floweaver,28.2,7.34,6.462,6.462,21.738,77.09,1,3,3,47.8,
long-chain,Group4,203,Turn on SmartThings scene and Hue lights when arriving home [3x long-chain],without_rollback,28.2,NA,NA,NA,NA,NA,0,,3,34.416,rollback_required
long-chain,Group4,203,Turn on SmartThings scene and Hue lights when arriving home [3x long-chain],without_micro,28.2,NA,NA,NA,NA,NA,0,,3,43.498,macro_only_validation_gap
long-chain,Group4,203,Turn on SmartThings scene and Hue lights when arriving home [3x long-chain],action_only,28.2,19.735,NA,19.735,8.465,30.02,1,0,0,36.328,
long-chain,Group4,202,Color-loop Hue lights when Netatmo CO2 gets high [3x long-chain],full_floweaver,36.15,10.903,9.597,9.597,26.553,73.45,1,3,3,46.0,
long-chain,Group4,202,Color-loop Hue lights when Netatmo CO2 gets high [3x long-chain],without_rollback,36.15,NA,NA,NA,NA,NA,0,,3,33.12,rollback_required
long-chain,Group4,202,Color-loop Hue lights when Netatmo CO2 gets high [3x long-chain],without_micro,36.15,10.903,NA,10.903,25.247,69.84,1,3,3,41.86,
long-chain,Group4,202,Color-loop Hue lights when Netatmo CO2 gets high [3x long-chain],action_only,36.15,26.751,NA,26.751,9.399,26.0,1,2,2,38.64,
long-chain,Group3,204,Color-loop Hue lights when Netatmo CO2 gets high [3x long-chain],full_floweaver,26.37,7.954,7.001,7.001,19.369,73.45,1,3,3,46.0,
long-chain,Group3,204,Color-loop Hue lights when Netatmo CO2 gets high [3x long-chain],without_rollback,26.37,NA,NA,NA,NA,NA,0,,3,33.12,rollback_required
long-chain,Group3,204,Color-loop Hue lights when Netatmo CO2 gets high [3x long-chain],without_micro,26.37,7.954,NA,7.954,18.416,69.84,1,3,3,41.86,
long-chain,Group3,204,Color-loop Hue lights when Netatmo CO2 gets high [3x long-chain],action_only,26.37,18.0635,NA,18.0635,8.3065,31.5,1,2,2,38.64,
long-chain,Group2,232,Turn off my TP-Link Kasa plug when there's an electricity price spike [3x long-chain],full_floweaver,15.45,4.481,4.032,4.032,11.418,73.9,1,1,1,31.18,
long-chain,Group2,232,Turn off my TP-Link Kasa plug when there's an electricity price spike [3x long-chain],without_rollback,15.45,NA,NA,NA,NA,NA,0,,3,22.4496,rollback_required
long-chain,Group2,232,Turn off my TP-Link Kasa plug when there's an electricity price spike [3x long-chain],without_micro,15.45,4.481,NA,4.481,10.969,71.0,1,1,1,28.3738,
long-chain,Group2,232,Turn off my TP-Link Kasa plug when there's an electricity price spike [3x long-chain],action_only,15.45,13.254,NA,13.254,2.196,14.21,1,0,0,23.6968,
long-chain,Group2,233,Automatically turn your lights on at sunset [3x long-chain],full_floweaver,13.86,4.019,3.617,3.617,10.243,73.9,1,1,1,31.18,
long-chain,Group2,233,Automatically turn your lights on at sunset [3x long-chain],without_rollback,13.86,NA,NA,NA,NA,NA,0,,3,22.4496,rollback_required
long-chain,Group2,233,Automatically turn your lights on at sunset [3x long-chain],without_micro,13.86,4.019,NA,4.019,9.841,71.0,1,1,1,28.3738,
long-chain,Group2,233,Automatically turn your lights on at sunset [3x long-chain],action_only,13.86,11.009,NA,11.009,2.851,20.57,1,0,0,23.6968,
long-chain,Group2,234,Toggle Kasa lights with Button widget [3x long-chain],full_floweaver,11.4,3.306,2.975,2.975,8.425,73.9,1,0,0,26.88,
long-chain,Group2,234,Toggle Kasa lights with Button widget [3x long-chain],without_rollback,11.4,3.306,2.975,2.975,8.425,73.9,1,0,0,22.0416,
long-chain,Group2,234,Toggle Kasa lights with Button widget [3x long-chain],without_micro,11.4,3.306,NA,3.306,8.094,71.0,1,0,0,24.4608,
long-chain,Group2,234,Toggle Kasa lights with Button widget [3x long-chain],action_only,11.4,NA,NA,NA,NA,NA,0,,3,20.4288,action_level_grounding_gap
long-chain,Group1,86,Turn on Philips Hue lights when you arrive home [3x long-chain],full_floweaver,8.64,2.506,2.255,2.255,6.385,73.9,1,1,1,32.44,
long-chain,Group1,86,Turn on Philips Hue lights when you arrive home [3x long-chain],without_rollback,8.64,NA,NA,NA,NA,NA,0,,3,23.3568,rollback_required
long-chain,Group1,86,Turn on Philips Hue lights when you arrive home [3x long-chain],without_micro,8.64,2.506,NA,2.506,6.134,71.0,1,1,1,29.5204,
long-chain,Group1,86,Turn on Philips Hue lights when you arrive home [3x long-chain],action_only,8.64,NA,NA,NA,NA,NA,0,,3,25.952,action_level_grounding_gap
long-chain,Group1,235,Turn off TP-Link Kasa light at sunrise [3x long-chain],full_floweaver,8.58,2.488,2.239,2.239,6.341,73.9,1,1,1,31.18,
long-chain,Group1,235,Turn off TP-Link Kasa light at sunrise [3x long-chain],without_rollback,8.58,NA,NA,NA,NA,NA,0,,3,22.4496,rollback_required
long-chain,Group1,235,Turn off TP-Link Kasa light at sunrise [3x long-chain],without_micro,8.58,NA,NA,NA,NA,NA,0,,3,28.3738,macro_only_validation_gap
long-chain,Group1,235,Turn off TP-Link Kasa light at sunrise [3x long-chain],action_only,8.58,6.764,NA,6.764,1.816,21.17,1,0,0,23.6968,
long-chain,Group1,236,Toggle Kasa lights with Button widget [3x long-chain],full_floweaver,8.01,2.323,2.091,2.091,5.919,73.9,1,0,0,26.88,
long-chain,Group1,236,Toggle Kasa lights with Button widget [3x long-chain],without_rollback,8.01,2.323,2.091,2.091,5.919,73.9,1,0,0,22.0416,
long-chain,Group1,236,Toggle Kasa lights with Button widget [3x long-chain],without_micro,8.01,2.323,NA,2.323,5.687,71.0,1,0,0,24.4608,
long-chain,Group1,236,Toggle Kasa lights with Button widget [3x long-chain],action_only,8.01,6.564,NA,6.564,1.446,18.05,1,0,0,20.4288,
long-chain,Group4,205,Send Roborock home and disarm Blink when a Webhook event fires [3x long-chain],full_floweaver,46.83,15.922,13.852,13.852,32.978,70.42,1,2,2,41.24,
long-chain,Group4,205,Send Roborock home and disarm Blink when a Webhook event fires [3x long-chain],without_rollback,46.83,NA,NA,NA,NA,NA,0,,3,29.6928,rollback_required
long-chain,Group4,205,Send Roborock home and disarm Blink when a Webhook event fires [3x long-chain],without_micro,46.83,15.922,NA,15.922,30.908,66.0,1,2,2,37.5284,
long-chain,Group4,205,Send Roborock home and disarm Blink when a Webhook event fires [3x long-chain],action_only,46.83,34.6542,NA,34.6542,12.1758,26.0,1,2,2,34.6416,
long-chain,Group4,215,Arm Blink and start Roborock when a Webhook event arrives [3x long-chain],full_floweaver,36.33,12.352,10.746,10.746,25.584,70.42,1,2,2,37.46,
long-chain,Group4,215,Arm Blink and start Roborock when a Webhook event arrives [3x long-chain],without_rollback,36.33,NA,NA,NA,NA,NA,0,,3,26.9712,rollback_required
long-chain,Group4,215,Arm Blink and start Roborock when a Webhook event arrives [3x long-chain],without_micro,36.33,12.352,NA,12.352,23.978,66.0,1,2,2,34.0886,
long-chain,Group4,215,Arm Blink and start Roborock when a Webhook event arrives [3x long-chain],action_only,36.33,NA,NA,NA,NA,NA,0,,3,32.9648,action_lifecycle_or_resource_violation
long-chain,Group4,206,Change Philips Hue light color when Netatmo detects rain [3x long-chain],full_floweaver,27.75,7.495,6.598,6.598,21.152,76.22,1,3,3,44.74,
long-chain,Group4,206,Change Philips Hue light color when Netatmo detects rain [3x long-chain],without_rollback,27.75,NA,NA,NA,NA,NA,0,,3,32.2128,rollback_required
long-chain,Group4,206,Change Philips Hue light color when Netatmo detects rain [3x long-chain],without_micro,27.75,7.495,NA,7.495,20.255,72.99,1,3,3,40.7134,
long-chain,Group4,206,Change Philips Hue light color when Netatmo detects rain [3x long-chain],action_only,27.75,19.739,NA,19.739,8.011,28.87,1,0,0,34.0024,
long-chain,Group1,122,Turn on Hue and Kasa lights when you arrive home [3x long-chain],full_floweaver,6.3,1.638,1.458,1.458,4.842,76.86,1,1,1,28.66,
long-chain,Group1,122,Turn on Hue and Kasa lights when you arrive home [3x long-chain],without_rollback,6.3,NA,NA,NA,NA,NA,0,,3,20.6352,rollback_required
long-chain,Group1,122,Turn on Hue and Kasa lights when you arrive home [3x long-chain],without_micro,6.3,1.638,NA,1.638,4.662,74.0,1,1,1,26.0806,
long-chain,Group1,122,Turn on Hue and Kasa lights when you arrive home [3x long-chain],action_only,6.3,4.575,NA,4.575,1.725,27.38,1,0,0,21.7816,
long-chain,Group1,154,Turn off Hue and Kasa lights when you leave home [3x long-chain],full_floweaver,6.21,1.615,1.437,1.437,4.773,76.86,1,1,1,28.66,
long-chain,Group1,154,Turn off Hue and Kasa lights when you leave home [3x long-chain],without_rollback,6.21,NA,NA,NA,NA,NA,0,,3,20.6352,rollback_required
long-chain,Group1,154,Turn off Hue and Kasa lights when you leave home [3x long-chain],without_micro,6.21,1.615,NA,1.615,4.595,73.99,1,1,1,26.0806,
long-chain,Group1,154,Turn off Hue and Kasa lights when you leave home [3x long-chain],action_only,6.21,4.574,NA,4.574,1.636,26.34,1,0,0,21.7816,
long-chain,Group1,189,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],full_floweaver,5.43,1.412,1.257,1.257,4.173,76.85,1,1,1,28.66,
long-chain,Group1,189,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],without_rollback,5.43,NA,NA,NA,NA,NA,0,,3,20.6352,rollback_required
long-chain,Group1,189,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],without_micro,5.43,1.412,NA,1.412,4.018,74.0,1,1,1,26.0806,
long-chain,Group1,189,Turn on Hue and Nanoleaf lights at sunset [3x long-chain],action_only,5.43,NA,NA,NA,NA,NA,0,,3,21.7816,action_level_grounding_gap
long-chain,Group3,209,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],full_floweaver,25.83,7.251,6.383,6.383,19.447,75.29,1,3,3,45.28,
long-chain,Group3,209,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],without_rollback,25.83,NA,NA,NA,NA,NA,0,,3,32.6016,rollback_required
long-chain,Group3,209,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],without_micro,25.83,7.251,NA,7.251,18.579,71.93,1,3,3,41.2048,
long-chain,Group3,209,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],action_only,25.83,NA,NA,NA,NA,NA,0,,3,39.8464,action_lifecycle_or_resource_violation
long-chain,Group4,207,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],full_floweaver,29.94,9.072,7.985,7.985,21.955,73.33,1,3,3,45.28,
long-chain,Group4,207,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],without_rollback,29.94,NA,NA,NA,NA,NA,0,,3,32.6016,rollback_required
long-chain,Group4,207,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],without_micro,29.94,9.072,NA,9.072,20.868,69.7,1,3,3,41.2048,
long-chain,Group4,207,Turn off SmartThings lights and Kasa outlets at bedtime [3x long-chain],action_only,29.94,NA,NA,NA,NA,NA,0,,3,39.8464,action_lifecycle_or_resource_violation
long-chain,Group4,208,Color-loop Hue lights when Netatmo noise gets loud [3x long-chain],full_floweaver,29.61,8.972,7.897,7.897,21.713,73.33,1,2,2,40.98,
long-chain,Group4,208,Color-loop Hue lights when Netatmo noise gets loud [3x long-chain],without_rollback,29.61,NA,NA,NA,NA,NA,0,,3,29.5056,rollback_required
long-chain,Group4,208,Color-loop Hue lights when Netatmo noise gets loud [3x long-chain],without_micro,29.61,8.972,NA,8.972,20.638,69.7,1,2,2,37.2918,
long-chain,Group4,208,Color-loop Hue lights when Netatmo noise gets loud [3x long-chain],action_only,29.61,NA,NA,NA,NA,NA,0,,3,36.0624,action_lifecycle_or_resource_violation
long-chain,Group3,212,Blink Philips Hue lights and notify if fridge door left open [3x long-chain],full_floweaver,25.92,6.897,6.072,6.072,19.848,76.57,1,3,3,44.02,
long-chain,Group3,212,Blink Philips Hue lights and notify if fridge door left open [3x long-chain],without_rollback,25.92,NA,NA,NA,NA,NA,0,,3,31.6944,rollback_required
long-chain,Group3,212,Blink Philips Hue lights and notify if fridge door left open [3x long-chain],without_micro,25.92,NA,NA,NA,NA,NA,0,,3,40.0582,macro_only_validation_gap
long-chain,Group3,212,Blink Philips Hue lights and notify if fridge door left open [3x long-chain],action_only,25.92,NA,NA,NA,NA,NA,0,,3,33.4552,action_level_grounding_gap
long-chain,Group2,213,Turn off SmartThings scene and Hue lights when leaving home [3x long-chain],full_floweaver,17.61,4.137,3.642,3.642,13.968,79.32,1,3,3,44.02,
long-chain,Group2,213,Turn off SmartThings scene and Hue lights when leaving home [3x long-chain],without_rollback,17.61,NA,NA,NA,NA,NA,0,,3,31.6944,rollback_required
long-chain,Group2,213,Turn off SmartThings scene and Hue lights when leaving home [3x long-chain],without_micro,17.61,4.137,NA,4.137,13.473,76.51,1,3,3,40.0582,
long-chain,Group2,213,Turn off SmartThings scene and Hue lights when leaving home [3x long-chain],action_only,17.61,11.0943,NA,11.0943,6.5157,37.0,1,1,1,35.216,
long-chain,Group2,255,Turn on Kasa plug on at sunset [3x long-chain],full_floweaver,9.24,2.68,2.412,2.412,6.828,73.9,1,1,1,29.92,
long-chain,Group2,255,Turn on Kasa plug on at sunset [3x long-chain],without_rollback,9.24,NA,NA,NA,NA,NA,0,,3,21.5424,rollback_required
long-chain,Group2,255,Turn on Kasa plug on at sunset [3x long-chain],without_micro,9.24,2.68,NA,2.68,6.56,71.0,1,1,1,27.2272,
long-chain,Group2,255,Turn on Kasa plug on at sunset [3x long-chain],action_only,9.24,7.633,NA,7.633,1.607,17.39,1,0,0,22.7392,
