mutation_id,dataset,routine_id,routine_name,latency_group,protocol_modality,rollback_layer_count,mutation_type,mutation_label,expected_compatible_categories,valid_mutation,selection_index,validator_verdict,mutation_rejected,accepted_without_rejection_or_counterexample,false_positive,counterexample_found,concrete_counterexample,trace_only_rejection,counterexample_verdict,validator_diff_kind,compatible_violation_type,rollback_attempted,rollback_repaired,final_accept_after_rollback,alignment_status,m6_case_dir
mut_001,smart-home,16,Turn on Home Connect Hood light on a special day,"G1:(0,3]",Cloud,0,M1_dependent_action_swap,Dependent-action swap,order_violation,1,0,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_001
mut_002,smart-home,86,Turn on Philips Hue lights when you arrive home,"G1:(0,3]",Local,3,M1_dependent_action_swap,Dependent-action swap,order_violation,1,1,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_002
mut_003,smart-home,122,Turn on Hue and Kasa lights when you arrive home,"G1:(0,3]",Local,2,M1_dependent_action_swap,Dependent-action swap,order_violation,1,2,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_003
mut_004,smart-home,143,Disarm Blink when the first person arrives home,"G1:(0,3]",Cloud,0,M1_dependent_action_swap,Dependent-action swap,order_violation,1,3,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_004
mut_005,smart-home,211,Turn on Hue and Nanoleaf lights at sunset,"G2:(3,6]",Local,1,M1_dependent_action_swap,Dependent-action swap,order_violation,1,4,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_005
mut_006,smart-home,228,Activate Home Connect fridge sabbath mode every Friday,"G3:(6,9]",Cloud,2,M1_dependent_action_swap,Dependent-action swap,order_violation,1,5,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_006
mut_007,smart-home,232,Turn off my TP-Link Kasa plug when there's an electricity price spike,"G2:(3,6]",Local,2,M1_dependent_action_swap,Dependent-action swap,order_violation,1,6,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_007
mut_008,smart-home,72,Arm Blink system and run SwitchBot scene when you leave home,"G3:(6,9]",BLE+Cloud,2,M1_dependent_action_swap,Dependent-action swap,order_violation,1,7,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_008
mut_009,smart-home,212,Blink Philips Hue lights and notify if fridge door left open,"G3:(6,9]",Local+Cloud,1,M1_dependent_action_swap,Dependent-action swap,order_violation,1,8,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_009
mut_010,smart-home,248,Switch your ecobee to your chosen comfort profile as you arrive home,"G3:(6,9]",Cloud,2,M1_dependent_action_swap,Dependent-action swap,order_violation,1,9,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_010
mut_011,smart-home,205,Send Roborock home and disarm Blink when a Webhook event fires,"G4:(9,+)",Cloud,0,M1_dependent_action_swap,Dependent-action swap,order_violation,1,10,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_011
mut_012,smart-home,240,Open SwitchBot curtains when your Smart Bed alarm rings,"G4:(9,+)",BLE,2,M1_dependent_action_swap,Dependent-action swap,order_violation,1,11,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_012
mut_013,smart-home,vdev_weekend_whole_home_snapshot_01,Weekend Whole-Home Snapshot Routine,"G1:(0,3]",BLE+Local+Cloud,,M1_dependent_action_swap,Dependent-action swap,order_violation,1,12,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_013
mut_014,smart-home,vdev_vacation_departure_final_audit_01,Vacation Departure Final Audit,"G1:(0,3]",BLE+Local+Cloud,,M1_dependent_action_swap,Dependent-action swap,order_violation,1,13,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_014
mut_015,long-chain,86,Turn on Philips Hue lights when you arrive home [3x long-chain],"G3:(6,9]",Local,1,M1_dependent_action_swap,Dependent-action swap,order_violation,1,14,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_015
mut_016,long-chain,122,Turn on Hue and Kasa lights when you arrive home [3x long-chain],"G3:(6,9]",Local,1,M1_dependent_action_swap,Dependent-action swap,order_violation,1,15,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_016
mut_017,long-chain,210,Turn off Hue and Nanoleaf lights at bedtime [3x long-chain],"G4:(9,+)",Local,2,M1_dependent_action_swap,Dependent-action swap,order_violation,1,16,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_017
mut_018,long-chain,234,Toggle Kasa lights with Button widget [3x long-chain],"G4:(9,+)",Local,0,M1_dependent_action_swap,Dependent-action swap,order_violation,1,17,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_018
mut_019,long-chain,215,Arm Blink and start Roborock when a Webhook event arrives [3x long-chain],"G4:(9,+)",Cloud,2,M1_dependent_action_swap,Dependent-action swap,order_violation,1,18,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_019
mut_020,long-chain,203,Turn on SmartThings scene and Hue lights when arriving home [3x long-chain],"G4:(9,+)",Local+Cloud,3,M1_dependent_action_swap,Dependent-action swap,order_violation,1,19,REJECT,1,0,0,1,0,1,TRACE_ONLY,order_violation,1,0,0,,PROVED,data/mutation_injected_divergence/latest/cases/mut_020
mut_021,smart-home,16,Turn on Home Connect Hood light on a special day,"G1:(0,3]",Cloud,0,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,0,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_021
mut_022,smart-home,86,Turn on Philips Hue lights when you arrive home,"G1:(0,3]",Local,3,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,1,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_022
mut_023,smart-home,122,Turn on Hue and Kasa lights when you arrive home,"G1:(0,3]",Local,2,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,2,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_023
mut_024,smart-home,143,Disarm Blink when the first person arrives home,"G1:(0,3]",Cloud,0,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,3,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_024
mut_025,smart-home,211,Turn on Hue and Nanoleaf lights at sunset,"G2:(3,6]",Local,1,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,4,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_025
mut_026,smart-home,228,Activate Home Connect fridge sabbath mode every Friday,"G3:(6,9]",Cloud,2,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,5,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_026
mut_027,smart-home,232,Turn off my TP-Link Kasa plug when there's an electricity price spike,"G2:(3,6]",Local,2,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,6,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_027
mut_028,smart-home,72,Arm Blink system and run SwitchBot scene when you leave home,"G3:(6,9]",BLE+Cloud,2,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,7,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_028
mut_029,smart-home,212,Blink Philips Hue lights and notify if fridge door left open,"G3:(6,9]",Local+Cloud,1,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,8,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_029
mut_030,smart-home,248,Switch your ecobee to your chosen comfort profile as you arrive home,"G3:(6,9]",Cloud,2,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,9,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_030
mut_031,smart-home,205,Send Roborock home and disarm Blink when a Webhook event fires,"G4:(9,+)",Cloud,0,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,10,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_031
mut_032,smart-home,240,Open SwitchBot curtains when your Smart Bed alarm rings,"G4:(9,+)",BLE,2,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,11,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_032
mut_033,smart-home,vdev_weekend_whole_home_snapshot_01,Weekend Whole-Home Snapshot Routine,"G1:(0,3]",BLE+Local+Cloud,,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,12,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_033
mut_034,smart-home,vdev_vacation_departure_final_audit_01,Vacation Departure Final Audit,"G1:(0,3]",BLE+Local+Cloud,,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,13,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_034
mut_035,long-chain,86,Turn on Philips Hue lights when you arrive home [3x long-chain],"G3:(6,9]",Local,1,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,14,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_035
mut_036,long-chain,122,Turn on Hue and Kasa lights when you arrive home [3x long-chain],"G3:(6,9]",Local,1,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,15,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_036
mut_037,long-chain,210,Turn off Hue and Nanoleaf lights at bedtime [3x long-chain],"G4:(9,+)",Local,2,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,16,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_037
mut_038,long-chain,234,Toggle Kasa lights with Button widget [3x long-chain],"G4:(9,+)",Local,0,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,17,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_038
mut_039,long-chain,215,Arm Blink and start Roborock when a Webhook event arrives [3x long-chain],"G4:(9,+)",Cloud,2,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,18,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_039
mut_040,long-chain,203,Turn on SmartThings scene and Hue lights when arriving home [3x long-chain],"G4:(9,+)",Local+Cloud,3,M2_premature_state_writeback,Premature state writeback,"order_violation,semantic_delta",1,19,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_040
mut_041,smart-home,16,Turn on Home Connect Hood light on a special day,"G1:(0,3]",Cloud,0,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,0,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_041
mut_042,smart-home,86,Turn on Philips Hue lights when you arrive home,"G1:(0,3]",Local,3,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,1,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_042
mut_043,smart-home,122,Turn on Hue and Kasa lights when you arrive home,"G1:(0,3]",Local,2,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,2,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_043
mut_044,smart-home,143,Disarm Blink when the first person arrives home,"G1:(0,3]",Cloud,0,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,3,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_044
mut_045,smart-home,211,Turn on Hue and Nanoleaf lights at sunset,"G2:(3,6]",Local,1,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,4,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_045
mut_046,smart-home,228,Activate Home Connect fridge sabbath mode every Friday,"G3:(6,9]",Cloud,2,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,5,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_046
mut_047,smart-home,232,Turn off my TP-Link Kasa plug when there's an electricity price spike,"G2:(3,6]",Local,2,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,6,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_047
mut_048,smart-home,72,Arm Blink system and run SwitchBot scene when you leave home,"G3:(6,9]",BLE+Cloud,2,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,7,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_048
mut_049,smart-home,212,Blink Philips Hue lights and notify if fridge door left open,"G3:(6,9]",Local+Cloud,1,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,8,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_049
mut_050,smart-home,248,Switch your ecobee to your chosen comfort profile as you arrive home,"G3:(6,9]",Cloud,2,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,9,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_050
mut_051,smart-home,205,Send Roborock home and disarm Blink when a Webhook event fires,"G4:(9,+)",Cloud,0,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,10,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_051
mut_052,smart-home,240,Open SwitchBot curtains when your Smart Bed alarm rings,"G4:(9,+)",BLE,2,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,11,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_052
mut_053,smart-home,vdev_weekend_whole_home_snapshot_01,Weekend Whole-Home Snapshot Routine,"G1:(0,3]",BLE+Local+Cloud,,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,12,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_053
mut_054,smart-home,vdev_vacation_departure_final_audit_01,Vacation Departure Final Audit,"G1:(0,3]",BLE+Local+Cloud,,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,13,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_054
mut_055,long-chain,86,Turn on Philips Hue lights when you arrive home [3x long-chain],"G3:(6,9]",Local,1,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,14,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_055
mut_056,long-chain,122,Turn on Hue and Kasa lights when you arrive home [3x long-chain],"G3:(6,9]",Local,1,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,15,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_056
mut_057,long-chain,210,Turn off Hue and Nanoleaf lights at bedtime [3x long-chain],"G4:(9,+)",Local,2,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,16,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_057
mut_058,long-chain,234,Toggle Kasa lights with Button widget [3x long-chain],"G4:(9,+)",Local,0,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,17,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_058
mut_059,long-chain,215,Arm Blink and start Roborock when a Webhook event arrives [3x long-chain],"G4:(9,+)",Cloud,2,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,18,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_059
mut_060,long-chain,203,Turn on SmartThings scene and Hue lights when arriving home [3x long-chain],"G4:(9,+)",Local+Cloud,3,M3_missing_refresh_status_query,Missing refresh/status query,missing_prerequisite,1,19,REJECT,1,0,0,1,1,0,DIFF_FOUND,missing_prerequisite,1,0,0,,PARTIAL,data/mutation_injected_divergence/latest/cases/mut_060
mut_061,smart-home,72,Arm Blink system and run SwitchBot scene when you leave home,"G3:(6,9]",BLE+Cloud,2,M4_ble_serialization_violation,BLE serialization violation,"order_violation,semantic_delta",1,0,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,UNKNOWN,data/mutation_injected_divergence/latest/cases/mut_061
mut_062,smart-home,72,Arm Blink system and run SwitchBot scene when you leave home,"G3:(6,9]",BLE+Cloud,2,M4_ble_serialization_violation,BLE serialization violation,"order_violation,semantic_delta",1,1,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,UNKNOWN,data/mutation_injected_divergence/latest/cases/mut_062
mut_063,smart-home,72,Arm Blink system and run SwitchBot scene when you leave home,"G3:(6,9]",BLE+Cloud,2,M4_ble_serialization_violation,BLE serialization violation,"order_violation,semantic_delta",1,2,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,UNKNOWN,data/mutation_injected_divergence/latest/cases/mut_063
mut_064,smart-home,240,Open SwitchBot curtains when your Smart Bed alarm rings,"G4:(9,+)",BLE,2,M4_ble_serialization_violation,BLE serialization violation,"order_violation,semantic_delta",1,3,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,UNKNOWN,data/mutation_injected_divergence/latest/cases/mut_064
mut_065,smart-home,240,Open SwitchBot curtains when your Smart Bed alarm rings,"G4:(9,+)",BLE,2,M4_ble_serialization_violation,BLE serialization violation,"order_violation,semantic_delta",1,4,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,UNKNOWN,data/mutation_injected_divergence/latest/cases/mut_065
mut_066,smart-home,vdev_morning_wakeup_readiness_01,Morning Wake-Up Readiness Routine,"G1:(0,3]",BLE+Local+Cloud,,M4_ble_serialization_violation,BLE serialization violation,"order_violation,semantic_delta",1,5,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,UNKNOWN,data/mutation_injected_divergence/latest/cases/mut_066
mut_067,smart-home,vdev_morning_wakeup_readiness_01,Morning Wake-Up Readiness Routine,"G1:(0,3]",BLE+Local+Cloud,,M4_ble_serialization_violation,BLE serialization violation,"order_violation,semantic_delta",1,6,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,UNKNOWN,data/mutation_injected_divergence/latest/cases/mut_067
mut_068,smart-home,vdev_morning_wakeup_readiness_01,Morning Wake-Up Readiness Routine,"G1:(0,3]",BLE+Local+Cloud,,M4_ble_serialization_violation,BLE serialization violation,"order_violation,semantic_delta",1,7,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,UNKNOWN,data/mutation_injected_divergence/latest/cases/mut_068
mut_069,smart-home,vdev_weekend_whole_home_snapshot_01,Weekend Whole-Home Snapshot Routine,"G1:(0,3]",BLE+Local+Cloud,,M4_ble_serialization_violation,BLE serialization violation,"order_violation,semantic_delta",1,8,REJECT,1,0,0,1,1,0,DIFF_FOUND,order_violation,1,0,0,,UNKNOWN,data/mutation_injected_divergence/latest/cases/mut_069
